mode: set
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:338.14,340.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:348.50,350.33 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:388.2,388.12 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:350.33,352.24 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:353.14,353.25 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:354.17,355.29 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:358.4,358.40 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:363.4,363.38 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:368.15,368.26 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:369.16,369.27 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:370.13,371.29 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:374.4,374.38 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:379.4,379.40 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:355.29,357.5 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:358.40,359.14 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:359.14,361.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:363.38,364.14 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:364.14,366.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:371.29,373.5 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:374.38,375.14 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:375.14,377.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:379.40,380.14 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:380.14,382.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:382.10,382.19 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:382.19,384.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:392.50,394.33 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:432.2,432.12 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:394.33,396.24 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:397.14,398.29 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:401.4,401.40 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:406.4,406.38 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:411.17,411.28 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:412.15,412.26 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:413.16,413.27 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:414.13,415.29 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:418.4,418.38 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:423.4,423.40 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:398.29,400.5 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:401.40,402.14 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:402.14,404.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:406.38,407.14 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:407.14,409.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:415.29,417.5 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:418.38,419.14 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:419.14,421.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:423.40,424.14 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:424.14,426.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:426.10,426.19 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:426.19,428.6 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:436.46,437.142 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:440.2,440.140 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:443.2,443.49 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:446.2,446.8 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:437.142,439.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:440.140,442.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:443.49,445.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:450.83,452.14 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:463.2,463.8 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:453.9,454.57 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:460.9,461.26 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:454.57,456.30 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:456.30,458.5 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:467.62,469.77 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:480.2,480.8 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:469.77,471.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:471.7,471.83 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:471.83,473.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:473.7,473.83 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:473.83,475.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:475.7,475.83 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:475.83,477.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:477.7,479.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:484.32,489.14 5 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:492.2,492.22 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:509.2,509.12 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:489.14,491.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:493.14,495.35 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:496.14,498.35 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:499.14,501.35 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:502.14,504.35 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:505.14,507.35 2 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:513.59,514.39 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:517.2,517.44 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:520.2,520.29 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:523.2,523.27 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:526.2,526.47 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:529.2,529.33 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:534.2,534.35 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:541.2,541.33 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:548.2,548.17 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:514.39,516.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:517.44,519.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:520.29,522.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:523.27,525.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:526.47,528.3 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:529.33,530.18 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:530.18,532.4 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:534.35,535.13 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:535.13,537.4 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:537.8,537.19 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:537.19,539.4 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:541.33,542.30 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:542.30,544.4 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:544.8,544.48 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:544.48,546.4 1 1
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:552.49,558.27 6 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:561.2,561.8 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:558.27,560.3 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:565.35,567.35 2 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:571.2,571.12 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:567.35,570.3 2 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:577.64,581.16 4 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:596.2,598.16 3 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:581.16,583.3 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:583.7,584.28 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:584.28,585.34 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:589.4,589.18 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:585.34,588.5 2 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:589.18,591.5 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:591.9,593.5 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:598.16,600.3 1 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:604.12,607.16 3 0
C:\Users\yeudiko\Desktop\Examples\GoTest\main.go:607.16,609.3 1 0
